"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-20",,,,,"0.00",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"95",",,7","61",",,7","62",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-21",,,,,"0.01",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"92",",,7","59",",,7","62",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-22",,,,,"0.00",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"93",",,7","60",",,7","63",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-23",,,,,"0.00",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"96",",,7","63",",,7","63",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-24",,,,,"0.00",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"98",",,7","60",",,7","65",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-25",,,,,"0.00",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"96",",,7","65",",,7","69",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-26",,,,,"0.00",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"97",",,7","68",",,7","69",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-27",,,,,"0.10",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"94",",,7","60",",,7","60",",,7,0600",,,"    1",",,7",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-28",,,,,"0.00",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"95",",,7","58",",,7","66",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-29",,,,,"0.05",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"79",",,7","55",",,7","55",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-30",,,,,"0.00",",,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"76",",,7","55",",,7","62",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-08-31",,,,,"0.00","T,,7,0600","0.0",",,7,0600","0.0",",,7,0600",,,"91",",,7","47",",,7","48",",,7,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-01",,,,,"0.14",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"77",",,H","47",",,H","54",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-02",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"80",",,H","50",",,H","50",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-03",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"91",",,H","50",",,H","58",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-04",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"89",",,H","52",",,H","52",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-05",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"90",",,H","52",",,H","61",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-06",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"99",",,H","60",",,H","64",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-07",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"97",",,H","55",",,H","55",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-08",,,,,"0.26",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"92",",,H","36",",,H","37",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-09",,,,,"0.34",",,H,0600","1.3",",,H,0600","1.0",",,H,0600",,,"37",",,H","31",",,H","32",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-10",,,,,"0.03",",,H,0600",,,"0.0",",,H,0600",,,"41",",,H","32",",,H","38",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-11",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"53",",,H","38",",,H","39",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-12",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"70",",,H","38",",,H","42",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-13",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"80",",,H","42",",,H","47",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-14",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"85",",,H","47",",,H","51",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-15",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"88",",,H","51",",,H","57",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-16",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"88",",,H","49",",,H","49",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-17",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"74",",,H","48",",,H","50",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-18",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"85",",,H","48",",,H","50",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-19",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"86",",,H","50",",,H","61",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-20",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"88",",,H","58",",,H","59",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-21",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"85",",,H","52",",,H","53",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-22",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"87",",,H","53",",,H","57",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-23",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"87",",,H","55",",,H","57",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-24",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"86",",,H","55",",,H","57",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-25",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"89",",,H","56",",,H","58",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-26",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"87",",,H","57",",,H","65",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-27",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"88",",,H","50",",,H","50",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-28",,,,,"0.01",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"55",",,H","39",",,H","40",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-29",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"61",",,H","37",",,H","46",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-09-30",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"80",",,H","45",",,H","47",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-01",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"73",",,H","39",",,H","39",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-02",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"68",",,H","38",",,H","49",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-03",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"75",",,H","41",",,H","41",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-04",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"66",",,H","41",",,H","45",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-05",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"83",",,H","45",",,H","53",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-06",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"82",",,H","40",",,H","41",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-07",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"86",",,H","41",",,H","45",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-08",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"83",",,H","43",",,H","43",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-09",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"84",",,H","43",",,H","56",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-10",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"85",",,H","45",",,H","46",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-11",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"85",",,H","46",",,H","50",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-12",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"78",",,H","36",",,H","36",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-13",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"76",",,H","35",",,H","49",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-14",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"80",",,H","48",",,H","53",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-15",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"81",",,H","36",",,H","36",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-16",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"54",",,H","30",",,H","30",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-17",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"72",",,H","28",",,H","62",",,H,0600",,,,,,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","39.76746","-104.86948","1610.6","2020-10-18",,,,,"0.00",",,H,0600","0.0",",,H,0600","0.0",",,H,0600",,,"71",",,H","39",",,H","39",",,H,0600",,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-04",,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-06",,,,,"0.20",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-07",,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-21",,,,,"0.50",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-22",,,,,"0.49",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-23",,,,,"0.56",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-24",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-10-31",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-05",,,,,"1.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-06",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-11",,,,,"0.42",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-17",,,,,"0.52",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-21",,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-26",,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-27",,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-28",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-11-30",,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1CODN0074","DENVER 6.0 W, CO US","39.7603","-105.0499","1662.1","2015-12-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
